,support,itemsets
4204,0.007011250611446274,"frozenset({'22697', '22699', '23170'})"
3421,0.007011250611446274,"frozenset({'21240', '21238'})"
1761,0.007011250611446274,"frozenset({'20725', '22411', '85099B'})"
4535,0.007011250611446274,"frozenset({'23582', '23581'})"
3373,0.007011250611446274,"frozenset({'20718', '20725'})"
1564,0.007011250611446274,"frozenset({'85123A', '84991'})"
774,0.007011250611446274,frozenset({'22061'})
4344,0.007011250611446274,"frozenset({'85123A', '23300'})"
4190,0.007011250611446274,"frozenset({'22697', '22699', '23173'})"
1395,0.006956899831512582,"frozenset({'84879', '82482'})"
2652,0.006956899831512582,"frozenset({'22629', '22328'})"
4525,0.006956899831512582,"frozenset({'22865', '22866', '23439'})"
1222,0.006956899831512582,frozenset({'23365'})
4416,0.006956899831512582,"frozenset({'23266', '23264', '23265'})"
3716,0.006956899831512582,"frozenset({'23199', '22383', '23206'})"
1858,0.006956899831512582,"frozenset({'20726', '22662', '22382', '22383'})"
3418,0.006956899831512582,"frozenset({'85152', '21174'})"
3348,0.006956899831512582,"frozenset({'22356', '20725', '20724'})"
3434,0.006956899831512582,"frozenset({'22747', '22745', '22746'})"
4231,0.006956899831512582,"frozenset({'23171', '22697', '23170'})"
776,0.006956899831512582,frozenset({'21114'})
2736,0.006956899831512582,"frozenset({'22694', '22470'})"
1956,0.006956899831512582,"frozenset({'22662', '20725', '23209'})"
3228,0.006956899831512582,"frozenset({'85099C', '22385'})"
2025,0.006956899831512582,"frozenset({'22149', '22150'})"
1483,0.006956899831512582,"frozenset({'22383', '22386', '85099B'})"
613,0.006956899831512582,frozenset({'22792'})
3321,0.006956899831512582,"frozenset({'22386', '85099B', '20724'})"
4385,0.006956899831512582,"frozenset({'23245', '23243'})"
1357,0.006956899831512582,"frozenset({'23084', '21731'})"
2592,0.006956899831512582,"frozenset({'85099F', '22411', '85099B'})"
1928,0.006956899831512582,"frozenset({'20727', '22662', '23206'})"
2476,0.006956899831512582,"frozenset({'20727', '21213'})"
3335,0.006956899831512582,"frozenset({'22356', '22382'})"
4531,0.006956899831512582,"frozenset({'23367', '23368'})"
4433,0.006956899831512582,"frozenset({'23290', '23292'})"
1219,0.0069025490515788905,frozenset({'23506'})
4497,0.0069025490515788905,"frozenset({'23351', '23352'})"
3102,0.0069025490515788905,"frozenset({'85099B', '20711'})"
208,0.0069025490515788905,frozenset({'20961'})
3163,0.0069025490515788905,"frozenset({'21672', '21668', '21671'})"
3038,0.0069025490515788905,"frozenset({'22383', '22355', '20725'})"
3518,0.0069025490515788905,"frozenset({'85099B', '22993'})"
1425,0.0069025490515788905,"frozenset({'82486', '82483', '82494L'})"
3523,0.0069025490515788905,"frozenset({'20725', '22993'})"
2674,0.0069025490515788905,"frozenset({'22273', '22274'})"
2685,0.0069025490515788905,"frozenset({'22554', '22326'})"
3998,0.0069025490515788905,"frozenset({'23208', '22384', '23209'})"
4498,0.0069025490515788905,"frozenset({'23322', '23332'})"
3049,0.0069025490515788905,"frozenset({'22383', '22355', '20724'})"
2248,0.0069025490515788905,"frozenset({'22384', '20726', '22382', '22383'})"
3447,0.0069025490515788905,"frozenset({'22456', '22457'})"
2364,0.0069025490515788905,"frozenset({'21907', '85152'})"
3292,0.0069025490515788905,"frozenset({'21212', '20724'})"
1671,0.0069025490515788905,"frozenset({'21212', '21977', '21975'})"
4233,0.0069025490515788905,"frozenset({'22697', '22699', '23171'})"
2915,0.0069025490515788905,"frozenset({'22423', '22624'})"
1479,0.0069025490515788905,"frozenset({'20727', '22386', '20725'})"
576,0.0069025490515788905,frozenset({'22639'})
3653,0.0069025490515788905,"frozenset({'22384', '23201'})"
1746,0.0069025490515788905,"frozenset({'22382', '22411'})"
4100,0.0069025490515788905,"frozenset({'23199', '23200', '23209'})"
2400,0.0069025490515788905,"frozenset({'20727', '22383', '85099B'})"
3899,0.0069025490515788905,"frozenset({'23208', '23201'})"
2481,0.0069025490515788905,"frozenset({'21212', '21975', '21213'})"
4041,0.0069025490515788905,"frozenset({'22383', '23298'})"
3165,0.0069025490515788905,"frozenset({'21670', '21668', '21671'})"
858,0.0069025490515788905,frozenset({'22859'})
2104,0.0069025490515788905,"frozenset({'22114', '22835', '22112'})"
787,0.0069025490515788905,frozenset({'22758'})
3361,0.0069025490515788905,"frozenset({'20723', '22355', '22356'})"
2082,0.006848198271645198,"frozenset({'22729', '22728', '22726'})"
479,0.006848198271645198,frozenset({'21658'})
4117,0.006848198271645198,"frozenset({'23200', '23202', '85099B'})"
811,0.006848198271645198,frozenset({'22080'})
1347,0.006848198271645198,"frozenset({'22326', '22382'})"
3272,0.006848198271645198,"frozenset({'84879', '84946'})"
1908,0.006848198271645198,"frozenset({'22383', '22662', '20725', '20728'})"
1394,0.006848198271645198,"frozenset({'82482', '22469'})"
892,0.006848198271645198,frozenset({'22211'})
3167,0.006848198271645198,"frozenset({'21670', '21669', '21671'})"
2501,0.006848198271645198,"frozenset({'21212', '22417', '21975'})"
3993,0.006848198271645198,"frozenset({'23208', '22384', '22383'})"
3577,0.006848198271645198,"frozenset({'20728', '22383', '20725', '23206'})"
577,0.006848198271645198,frozenset({'22572'})
4280,0.006848198271645198,"frozenset({'23172', '22698'})"
3134,0.006848198271645198,"frozenset({'22725', '22728', '22726'})"
865,0.006848198271645198,frozenset({'22817'})
4296,0.006848198271645198,"frozenset({'22699', '23172', '23170'})"
336,0.006848198271645198,frozenset({'21494'})
796,0.006848198271645198,frozenset({'22732'})
2544,0.006848198271645198,"frozenset({'20685', '85099B'})"
754,0.006848198271645198,frozenset({'21714'})
4251,0.006848198271645198,"frozenset({'23173', '23174', '23170'})"
3451,0.006848198271645198,"frozenset({'21165', '21181'})"
3018,0.006848198271645198,"frozenset({'48187', '48184'})"
478,0.006848198271645198,frozenset({'22185'})
1493,0.006848198271645198,"frozenset({'22386', '85099B', '20728'})"
700,0.006848198271645198,frozenset({'85132C'})
4357,0.006848198271645198,"frozenset({'23302', '23301'})"
4170,0.006848198271645198,"frozenset({'23203', '23202', '20725'})"
486,0.006848198271645198,frozenset({'22819'})
1626,0.006848198271645198,"frozenset({'22384', '21929'})"
1778,0.006848198271645198,"frozenset({'21169', '85152'})"
621,0.006848198271645198,frozenset({'22365'})
3458,0.006848198271645198,"frozenset({'85099B', '21936'})"
900,0.006848198271645198,frozenset({'22789'})
4422,0.006848198271645198,"frozenset({'23322', '22469'})"
2948,0.006848198271645198,"frozenset({'85099B', '20712', '21931'})"
3866,0.006848198271645198,"frozenset({'85099B', '23204'})"
2675,0.006848198271645198,"frozenset({'22274', '22271'})"
2550,0.006793847491711506,"frozenset({'48187', '48194'})"
1788,0.006793847491711506,"frozenset({'20725', '22379'})"
1389,0.006793847491711506,"frozenset({'22197', '22086'})"
1907,0.006793847491711506,"frozenset({'22383', '22662', '22382', '20728'})"
4504,0.006793847491711506,"frozenset({'22114', '23356'})"
4008,0.006793847491711506,"frozenset({'23208', '20726', '20725'})"
3818,0.006793847491711506,"frozenset({'22384', '23207', '20728'})"
1080,0.006793847491711506,frozenset({'23092'})
1678,0.006793847491711506,"frozenset({'85099F', '20723'})"
3877,0.006793847491711506,"frozenset({'20723', '23204', '20724'})"
1328,0.006793847491711506,"frozenset({'22629', '22383'})"
3219,0.006793847491711506,"frozenset({'22385', '21929'})"
328,0.006793847491711506,frozenset({'22594'})
4446,0.006793847491711506,"frozenset({'23012', '23013'})"
578,0.006793847491711506,frozenset({'22576'})
1321,0.006793847491711506,"frozenset({'22423', '22726'})"
3266,0.006793847491711506,"frozenset({'20676', '20677'})"
1459,0.006793847491711506,"frozenset({'21212', '47566'})"
1672,0.006793847491711506,"frozenset({'21977', '21975', '84991'})"
385,0.006793847491711506,frozenset({'22603'})
2107,0.006793847491711506,"frozenset({'23355', '22835', '22112'})"
3069,0.006793847491711506,"frozenset({'23201', '21928'})"
1117,0.006793847491711506,frozenset({'23252'})
876,0.006793847491711506,frozenset({'21713'})
44,0.006793847491711506,frozenset({'21068'})
4151,0.006793847491711506,"frozenset({'23202', '22382'})"
925,0.006793847491711506,frozenset({'85040A'})
4500,0.006793847491711506,"frozenset({'23332', '23329'})"
1591,0.006793847491711506,"frozenset({'85099C', '20728'})"
1308,0.006739496711777814,"frozenset({'84879', '22727'})"
603,0.006739496711777814,frozenset({'21620'})
2994,0.006739496711777814,"frozenset({'22554', '22555', '22556'})"
2728,0.006739496711777814,"frozenset({'22951', '84992'})"
3435,0.006739496711777814,"frozenset({'22747', '22748', '22745', '22746'})"
1297,0.006739496711777814,"frozenset({'22960', '85123A'})"
3465,0.006739496711777814,"frozenset({'84596G', '84596F'})"
2482,0.006739496711777814,"frozenset({'21212', '21213', '84991'})"
4503,0.006739496711777814,"frozenset({'23333', '23332'})"
890,0.006739496711777814,frozenset({'21534'})
2303,0.006739496711777814,"frozenset({'20727', '20726', '20725', '23206'})"
3880,0.006739496711777814,"frozenset({'23204', '22356', '20724'})"
3150,0.006739496711777814,"frozenset({'20676', '21238'})"
1951,0.006739496711777814,"frozenset({'22383', '22662', '23209'})"
4013,0.006739496711777814,"frozenset({'23208', '20726', '22382'})"
4147,0.006739496711777814,"frozenset({'23202', '23298'})"
3855,0.006739496711777814,"frozenset({'23208', '23204'})"
4199,0.006739496711777814,"frozenset({'22698', '23170'})"
3723,0.006739496711777814,"frozenset({'23203', '23199', '22386'})"
1532,0.006739496711777814,"frozenset({'20727', '22383', '21931'})"
35,0.006739496711777814,frozenset({'22544'})
1929,0.006739496711777814,"frozenset({'20726', '22662', '23206'})"
4224,0.006739496711777814,"frozenset({'22698', '23171'})"
1633,0.006739496711777814,"frozenset({'23199', '21929'})"
4219,0.006739496711777814,"frozenset({'23173', '23171'})"
1909,0.006739496711777814,"frozenset({'22662', '22382', '20725', '20728'})"
2344,0.006739496711777814,"frozenset({'22766', '82494L'})"
4339,0.006739496711777814,"frozenset({'23301', '85099B'})"
508,0.006739496711777814,frozenset({'21983'})
4189,0.006739496711777814,"frozenset({'22699', '22423', '23173'})"
4038,0.006739496711777814,"frozenset({'22720', '23298'})"
1067,0.006739496711777814,frozenset({'23111'})
1604,0.006739496711777814,"frozenset({'85099C', '22386', '22411'})"
3662,0.006685145931844122,"frozenset({'85099B', '23201', '21931'})"
3819,0.006685145931844122,"frozenset({'22384', '22382', '23207'})"
2941,0.006685145931844122,"frozenset({'20712', '20719'})"
824,0.006685145931844122,frozenset({'22361'})
2930,0.006685145931844122,"frozenset({'85099C', '20712'})"
2649,0.006685145931844122,"frozenset({'22629', '22630', '22382'})"
927,0.006685145931844122,frozenset({'22675'})
3083,0.006685145931844122,"frozenset({'21929', '85099F', '21928'})"
2956,0.006685145931844122,"frozenset({'22634', '22635'})"
1709,0.006685145931844122,"frozenset({'21559', '20725'})"
971,0.006685145931844122,frozenset({'23004'})
3578,0.006685145931844122,"frozenset({'20727', '20728', '22383', '23206'})"
2963,0.006685145931844122,"frozenset({'21212', '22666'})"
4517,0.006685145931844122,"frozenset({'23355', '23439'})"
3416,0.006685145931844122,"frozenset({'21166', '21174'})"
1063,0.006685145931844122,frozenset({'23093'})
3847,0.006685145931844122,"frozenset({'23203', '23207', '23209'})"
3153,0.006685145931844122,"frozenset({'22029', '22037'})"
1258,0.006685145931844122,"frozenset({'23355', '22633'})"
680,0.006685145931844122,frozenset({'22335'})
582,0.006685145931844122,frozenset({'22696'})
3605,0.006685145931844122,"frozenset({'23209', '22382', '20725', '23206'})"
4247,0.006685145931844122,"frozenset({'22697', '23174'})"
3984,0.006685145931844122,"frozenset({'23208', '20725', '20728'})"
1494,0.006685145931844122,"frozenset({'22384', '22386', '20728'})"
2194,0.006685145931844122,"frozenset({'22384', '22383', '85099B'})"
2118,0.006685145931844122,"frozenset({'21212', '22382'})"
1543,0.006685145931844122,"frozenset({'22383', '21931', '20728'})"
1377,0.006685145931844122,"frozenset({'22356', '22661', '20724'})"
4431,0.006685145931844122,"frozenset({'23343', '85099B'})"
3749,0.006685145931844122,"frozenset({'23203', '23202', '23199', '85099B'})"
2218,0.006685145931844122,"frozenset({'23203', '22384', '20725'})"
1348,0.006685145931844122,"frozenset({'22326', '20725'})"
2159,0.006685145931844122,"frozenset({'22384', '23298'})"
4491,0.006685145931844122,"frozenset({'23353', '23354'})"
2304,0.006685145931844122,"frozenset({'20727', '20726', '22383', '23206'})"
1343,0.006685145931844122,"frozenset({'22423', '22728'})"
4271,0.00663079515191043,"frozenset({'22423', '23174', '23173'})"
256,0.00663079515191043,frozenset({'22812'})
1036,0.00663079515191043,frozenset({'23299'})
1173,0.00663079515191043,frozenset({'23374'})
2656,0.00663079515191043,"frozenset({'20749', '20750'})"
1078,0.00663079515191043,frozenset({'23090'})
4326,0.00663079515191043,"frozenset({'23301', '23298'})"
3312,0.00663079515191043,"frozenset({'22384', '20725', '20724'})"
2508,0.00663079515191043,"frozenset({'84380', '22964'})"
1695,0.00663079515191043,"frozenset({'20723', '85099B', '20724'})"
2719,0.00663079515191043,"frozenset({'22659', '22616'})"
3581,0.00663079515191043,"frozenset({'22384', '20728', '20725', '23206'})"
3145,0.00663079515191043,"frozenset({'84997A', '84997D', '84997B'})"
4009,0.00663079515191043,"frozenset({'23208', '20726', '23206'})"
3436,0.00663079515191043,"frozenset({'22301', '22300'})"
3077,0.00663079515191043,"frozenset({'22411', '22386', '21928'})"
3536,0.00663079515191043,"frozenset({'22992', '22991'})"
1191,0.00663079515191043,frozenset({'23348'})
3139,0.00663079515191043,"frozenset({'22730', '22725', '22727'})"
3874,0.00663079515191043,"frozenset({'23204', '22355', '20724'})"
1538,0.00663079515191043,"frozenset({'22384', '20725', '21931'})"
3505,0.00663079515191043,"frozenset({'21212', '22138'})"
3423,0.00663079515191043,"frozenset({'85123A', '85066'})"
3540,0.00663079515191043,"frozenset({'22998', '22997'})"
228,0.00663079515191043,frozenset({'22805'})
2116,0.00663079515191043,"frozenset({'22197', '22382'})"
4123,0.00663079515191043,"frozenset({'23199', '22386', '23200'})"
3538,0.00663079515191043,"frozenset({'22999', '22998'})"
2144,0.00663079515191043,"frozenset({'20727', '22382', '20725', '23209'})"
2438,0.00663079515191043,"frozenset({'20727', '85099B', '20728'})"
3798,0.00663079515191043,"frozenset({'22382', '23207', '23209'})"
2595,0.00663079515191043,"frozenset({'85099F', '20725', '85099B'})"
2554,0.00663079515191043,"frozenset({'22556', '22553'})"
2912,0.00663079515191043,"frozenset({'20974', '20975'})"
3070,0.00663079515191043,"frozenset({'23199', '21928'})"
2332,0.00663079515191043,"frozenset({'23209', '20726', '20725', '23206'})"
1168,0.00663079515191043,frozenset({'23340'})
425,0.00663079515191043,frozenset({'22099'})
3835,0.00663079515191043,"frozenset({'20726', '23207', '20728'})"
3080,0.00663079515191043,"frozenset({'21929', '21928', '22386', '85099B'})"
1979,0.00663079515191043,"frozenset({'22720', '22969'})"
358,0.00663079515191043,frozenset({'10133'})
1503,0.00663079515191043,"frozenset({'23203', '22386', '23209'})"
2385,0.00663079515191043,"frozenset({'20727', '47566'})"
2985,0.00663079515191043,"frozenset({'22966', '22993'})"
2798,0.00663079515191043,"frozenset({'21930', '20728'})"
209,0.00663079515191043,frozenset({'20963'})
3807,0.0065764443719767375,"frozenset({'20727', '23207', '23209'})"
4297,0.0065764443719767375,"frozenset({'22699', '23172', '23171'})"
2556,0.0065764443719767375,"frozenset({'20727', '22553'})"
2978,0.0065764443719767375,"frozenset({'21212', '22966'})"
3048,0.0065764443719767375,"frozenset({'22355', '85099B', '20724'})"
3640,0.0065764443719767375,"frozenset({'23203', '20725', '23206'})"
4337,0.0065764443719767375,"frozenset({'23203', '23301'})"
2014,0.0065764443719767375,"frozenset({'85123A', '84970S'})"
1086,0.0065764443719767375,frozenset({'23213'})
4463,0.0065764443719767375,"frozenset({'23322', '23323'})"
2612,0.0065764443719767375,"frozenset({'85099F', '20713'})"
2145,0.0065764443719767375,"frozenset({'22383', '22382', '20725', '23209'})"
3400,0.0065764443719767375,"frozenset({'21499', '21498'})"
4417,0.0065764443719767375,"frozenset({'23264', '23265', '23263'})"
3611,0.0065764443719767375,"frozenset({'23203', '85099B', '23206'})"
2535,0.0065764443719767375,"frozenset({'20914', '22993'})"
2802,0.0065764443719767375,"frozenset({'23199', '21930'})"
1648,0.0065764443719767375,"frozenset({'21929', '85099C', '85099B'})"
1796,0.0065764443719767375,"frozenset({'22457', '22423'})"
2250,0.0065764443719767375,"frozenset({'22383', '22384', '20726', '20725', '20728'})"
2959,0.0065764443719767375,"frozenset({'22625', '22627'})"
2774,0.0065764443719767375,"frozenset({'21124', '21122', '21121'})"
4044,0.0065764443719767375,"frozenset({'22423', '23298'})"
3514,0.0065764443719767375,"frozenset({'22980', '22979'})"
681,0.0065764443719767375,frozenset({'22209'})
4252,0.0065764443719767375,"frozenset({'23175', '23174', '23170'})"
2153,0.0065764443719767375,"frozenset({'21212', '22384'})"
3969,0.0065764443719767375,"frozenset({'23208', '20727', '23207'})"
3820,0.0065764443719767375,"frozenset({'22384', '23207', '23209'})"
926,0.0065764443719767375,frozenset({'21619'})
3297,0.0065764443719767375,"frozenset({'85123A', '20724'})"
3982,0.0065764443719767375,"frozenset({'23208', '20728', '23206'})"
4411,0.0065764443719767375,"frozenset({'23266', '23264', '23263'})"
4495,0.0065764443719767375,"frozenset({'23351', '23349'})"
2390,0.0065764443719767375,"frozenset({'23203', '20727', '20725'})"
3221,0.0065764443719767375,"frozenset({'20727', '22385'})"
3164,0.0065764443719767375,"frozenset({'21670', '21672', '21671'})"
3794,0.0065764443719767375,"frozenset({'22383', '23207', '23209'})"
2101,0.0065764443719767375,"frozenset({'21485', '22835'})"
3499,0.0065764443719767375,"frozenset({'22722', '22993'})"
3981,0.0065764443719767375,"frozenset({'23208', '22382', '20728'})"
3308,0.0065764443719767375,"frozenset({'20727', '20725', '20724'})"
2469,0.0065764443719767375,"frozenset({'21977', '84992', '84991'})"
3031,0.0065764443719767375,"frozenset({'22355', '22386'})"
3188,0.0065764443719767375,"frozenset({'21673', '21668', '21669'})"
1640,0.006522093592043046,"frozenset({'21929', '22386', '21931'})"
2577,0.006522093592043046,"frozenset({'85099F', '20724'})"
3579,0.006522093592043046,"frozenset({'20727', '20728', '20725', '23206'})"
4192,0.006522093592043046,"frozenset({'22699', '22698', '23173'})"
4153,0.006522093592043046,"frozenset({'23203', '23202', '23206'})"
4085,0.006522093592043046,"frozenset({'22411', '23200'})"
2541,0.006522093592043046,"frozenset({'22178', '47566'})"
3495,0.006522093592043046,"frozenset({'22722', '22961'})"
2764,0.006522093592043046,"frozenset({'22142', '22141', '22144'})"
3530,0.006522093592043046,"frozenset({'23298', '22993'})"
4031,0.006522093592043046,"frozenset({'23203', '23208', '23202', '23209'})"
3688,0.006522093592043046,"frozenset({'23199', '20724'})"
934,0.006522093592043046,frozenset({'22522'})
820,0.006522093592043046,frozenset({'84580'})
270,0.006522093592043046,frozenset({'22075'})
998,0.006522093592043046,frozenset({'23008'})
1233,0.006522093592043046,frozenset({'23541'})
1819,0.006522093592043046,"frozenset({'84879', '22470'})"
1873,0.006522093592043046,"frozenset({'22384', '20726', '22662', '20725'})"
1860,0.006522093592043046,"frozenset({'20727', '20726', '22662', '22382'})"
4168,0.006522093592043046,"frozenset({'23202', '85099B', '23209'})"
1953,0.006522093592043046,"frozenset({'23209', '22662', '23206'})"
595,0.006522093592043046,frozenset({'22421'})
1164,0.006522093592043046,frozenset({'23546'})
4372,0.006522093592043046,"frozenset({'23307', '22720'})"
329,0.006522093592043046,frozenset({'22587'})
4508,0.006522093592043046,"frozenset({'23356', '22112'})"
1653,0.006522093592043046,"frozenset({'85099F', '22386', '21929'})"
2158,0.006522093592043046,"frozenset({'22384', '47566'})"
3035,0.006522093592043046,"frozenset({'23203', '22355'})"
2900,0.006522093592043046,"frozenset({'22699', '85123A'})"
1599,0.006522093592043046,"frozenset({'85099C', '22386', '21931'})"
4171,0.006522093592043046,"frozenset({'23202', '20725', '85099B'})"
4387,0.006522093592043046,"frozenset({'23245', '23209'})"
538,0.006522093592043046,frozenset({'21833'})
2048,0.006522093592043046,"frozenset({'22865', '22111'})"
1613,0.006522093592043046,"frozenset({'23203', '85099C', '85099B'})"
3281,0.006522093592043046,"frozenset({'21901', '21902'})"
2972,0.006522093592043046,"frozenset({'22666', '20725'})"
3651,0.006522093592043046,"frozenset({'22382', '23201'})"
616,0.006522093592043046,frozenset({'47567B'})
2645,0.006522093592043046,"frozenset({'22630', '20726'})"
3097,0.006522093592043046,"frozenset({'23203', '21928', '85099B'})"
2647,0.006522093592043046,"frozenset({'22423', '22630'})"
2361,0.006522093592043046,"frozenset({'22413', '85152'})"
4202,0.006522093592043046,"frozenset({'22699', '22423', '23170'})"
3279,0.006522093592043046,"frozenset({'21901', '21900', '21899'})"
4234,0.006522093592043046,"frozenset({'23171', '22697', '22699', '23170'})"
1999,0.006522093592043046,"frozenset({'21080', '85099B'})"
1752,0.006522093592043046,"frozenset({'22411', '23206'})"
1198,0.006467742812109354,frozenset({'23394'})
1995,0.006467742812109354,"frozenset({'22197', '22423'})"
4465,0.006467742812109354,"frozenset({'22086', '23320'})"
3696,0.006467742812109354,"frozenset({'23199', '23201', '23206'})"
3532,0.006467742812109354,"frozenset({'23000', '22998'})"
686,0.006467742812109354,frozenset({'21872'})
3323,0.006467742812109354,"frozenset({'22383', '20725', '20724'})"
3562,0.006467742812109354,"frozenset({'85123A', '23206'})"
1518,0.006467742812109354,"frozenset({'21931', '23209'})"
3746,0.006467742812109354,"frozenset({'23199', '23202', '23206'})"
2092,0.006467742812109354,"frozenset({'85123A', '22111'})"
4373,0.006467742812109354,"frozenset({'23245', '23307'})"
4254,0.006467742812109354,"frozenset({'23171', '23174', '23170'})"
3930,0.006467742812109354,"frozenset({'23208', '23209', '20725', '23206'})"
4281,0.006467742812109354,"frozenset({'22697', '23172'})"
2806,0.006467742812109354,"frozenset({'23202', '21930'})"
4045,0.006467742812109354,"frozenset({'20727', '23298'})"
1825,0.006467742812109354,"frozenset({'22178', '84755'})"
3994,0.006467742812109354,"frozenset({'23208', '22384', '20728'})"
510,0.006467742812109354,frozenset({'22494'})
1969,0.006467742812109354,"frozenset({'23203', '22663'})"
1485,0.006467742812109354,"frozenset({'22383', '22386', '20725'})"
509,0.006467742812109354,frozenset({'22315'})
1324,0.006467742812109354,"frozenset({'22720', '22726'})"
710,0.006467742812109354,frozenset({'22849'})
2909,0.006467742812109354,"frozenset({'23245', '22697'})"
2744,0.006467742812109354,"frozenset({'21975', '21976'})"
1723,0.006467742812109354,"frozenset({'85123A', '22961'})"
4260,0.006467742812109354,"frozenset({'22699', '23174', '23173'})"
1797,0.006467742812109354,"frozenset({'22457', '85099B'})"
6,0.006467742812109354,frozenset({'21730'})
3690,0.006467742812109354,"frozenset({'23199', '23298'})"
4060,0.006467742812109354,"frozenset({'84879', '23209'})"
1976,0.006467742812109354,"frozenset({'22960', '22969'})"
1563,0.006467742812109354,"frozenset({'20725', '84991'})"
4095,0.006467742812109354,"frozenset({'23200', '20725'})"
1291,0.006467742812109354,"frozenset({'85123A', '48187'})"
2176,0.006467742812109354,"frozenset({'22384', '85123A', '20725'})"
3016,0.006413392032175662,"frozenset({'48184', '20685'})"
3110,0.006413392032175662,"frozenset({'21670', '21672', '21668'})"
1380,0.006413392032175662,"frozenset({'22661', '20719', '20724'})"
4093,0.006413392032175662,"frozenset({'20727', '23200'})"
1952,0.006413392032175662,"frozenset({'20727', '22662', '23209'})"
426,0.006413392032175662,frozenset({'22653'})
4490,0.006413392032175662,"frozenset({'23351', '23354'})"
1360,0.006413392032175662,"frozenset({'22629', '22630', '22659'})"
1092,0.006413392032175662,frozenset({'23270'})
3259,0.006413392032175662,"frozenset({'21239', '21238'})"
1273,0.006413392032175662,"frozenset({'84879', '85099B'})"
3131,0.006413392032175662,"frozenset({'22725', '22729'})"
3350,0.006413392032175662,"frozenset({'22384', '22356', '20724'})"
1942,0.006413392032175662,"frozenset({'22662', '23207', '22382'})"
1199,0.006413392032175662,frozenset({'23407'})
904,0.006413392032175662,frozenset({'22523'})
1807,0.006413392032175662,"frozenset({'84879', '22469'})"
4437,0.006413392032175662,"frozenset({'23290', '23289'})"
2634,0.006413392032175662,"frozenset({'21212', '22077'})"
4172,0.006413392032175662,"frozenset({'23202', '20725', '23209'})"
1609,0.006413392032175662,"frozenset({'85099F', '85099C', '22386'})"
3627,0.006413392032175662,"frozenset({'20727', '22383', '22384', '23206'})"
954,0.006413392032175662,frozenset({'75049L'})
1248,0.006413392032175662,frozenset({'23681'})
2037,0.006413392032175662,"frozenset({'22558', '20725'})"
2175,0.006413392032175662,"frozenset({'20727', '22384', '22382', '20725', '20728'})"
2578,0.006413392032175662,"frozenset({'85099F', '20728'})"
4473,0.006413392032175662,"frozenset({'22910', '23313'})"
330,0.006413392032175662,frozenset({'22186'})
2543,0.006413392032175662,"frozenset({'85123A', '20685'})"
1398,0.006413392032175662,"frozenset({'22423', '82482'})"
937,0.006413392032175662,frozenset({'22609'})
918,0.006413392032175662,frozenset({'22628'})
3385,0.006413392032175662,"frozenset({'22382', '20719'})"
2793,0.006413392032175662,"frozenset({'22382', '21930'})"
866,0.006413392032175662,frozenset({'21819'})
3091,0.006413392032175662,"frozenset({'85099C', '21928', '85099B'})"
3973,0.006413392032175662,"frozenset({'23208', '20727', '22383', '23206'})"
544,0.006413392032175662,frozenset({'22597'})
2389,0.006413392032175662,"frozenset({'23203', '20727', '85099B'})"
3015,0.006413392032175662,"frozenset({'23284', '48138'})"
3836,0.006413392032175662,"frozenset({'20726', '23207', '22383'})"
1693,0.006413392032175662,"frozenset({'20723', '20725', '20724'})"
2087,0.006413392032175662,"frozenset({'85123A', '22112'})"
2677,0.006413392032175662,"frozenset({'20676', '21242'})"
331,0.006413392032175662,frozenset({'22566'})
1850,0.006413392032175662,"frozenset({'23203', '22662'})"
874,0.00635904125224197,frozenset({'22283'})
271,0.00635904125224197,frozenset({'21116'})
2395,0.00635904125224197,"frozenset({'22423', '22383'})"
4438,0.00635904125224197,"frozenset({'23291', '23289'})"
2686,0.00635904125224197,"frozenset({'22554', '20726'})"
2200,0.00635904125224197,"frozenset({'22384', '20727', '20725', '85099B'})"
3891,0.00635904125224197,"frozenset({'20723', '23205'})"
1817,0.00635904125224197,"frozenset({'22470', '82494L'})"
3875,0.00635904125224197,"frozenset({'23204', '20719', '20724'})"
2419,0.00635904125224197,"frozenset({'23298', '20728'})"
3512,0.00635904125224197,"frozenset({'23165', '23166'})"
2697,0.00635904125224197,"frozenset({'22551', '20725'})"
3506,0.00635904125224197,"frozenset({'22720', '22138'})"
2545,0.00635904125224197,"frozenset({'21915', '21790'})"
2312,0.00635904125224197,"frozenset({'22384', '20726', '20725', '23206'})"
3934,0.00635904125224197,"frozenset({'23208', '22383', '20725', '23206'})"
1259,0.00635904125224197,"frozenset({'22865', '22633', '22866'})"
4298,0.00635904125224197,"frozenset({'23171', '22699', '23172', '23170'})"
4272,0.00635904125224197,"frozenset({'22423', '23174', '23175'})"
2539,0.00635904125224197,"frozenset({'22423', '22178'})"
3884,0.00635904125224197,"frozenset({'23207', '23205'})"
3629,0.00635904125224197,"frozenset({'22384', '22382', '20725', '23206'})"
1590,0.00635904125224197,"frozenset({'85099C', '22384'})"
2320,0.00635904125224197,"frozenset({'23209', '20726', '20728'})"
2133,0.00635904125224197,"frozenset({'22383', '22382', '85099B'})"
1376,0.00635904125224197,"frozenset({'22355', '22661', '20724'})"
3178,0.00635904125224197,"frozenset({'21670', '21673', '21669'})"
4398,0.00635904125224197,"frozenset({'22086', '23247'})"
2491,0.00635904125224197,"frozenset({'84380', '22993'})"
1054,0.00635904125224197,frozenset({'23096'})
3868,0.00635904125224197,"frozenset({'23203', '23204'})"
