,basket,product_to_recommend,probability,price,description
15909,frozenset({'23170'}),"frozenset({'22697', '23172', '22698'})",0.2896341463414634,7.55,"GREEN REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE PINK, PINK REGENCY TEACUP AND SAUCER"
16083,frozenset({'23170'}),"frozenset({'22423', '23172'})",0.2896341463414634,14.4,"REGENCY CAKESTAND 3 TIER, REGENCY TEA PLATE PINK"
15713,frozenset({'23170'}),"frozenset({'23175', '23172'})",0.2896341463414634,4.9,"REGENCY MILK JUG PINK , REGENCY TEA PLATE PINK"
8733,frozenset({'22555'}),"frozenset({'22551', '22556'})",0.28953229398663693,3.3,"PLASTERS IN TIN SPACEBOY, PLASTERS IN TIN CIRCUS PARADE "
13383,"frozenset({'23206', '23209'})","frozenset({'23208', '22383'})",0.2894736842105263,3.3,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG SUKI DESIGN "
3151,"frozenset({'22662', '22382'})","frozenset({'22383', '23206'})",0.2893258426966292,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN"
2879,"frozenset({'22662', '22382'})","frozenset({'22383', '20725', '20728'})",0.2893258426966292,4.75,"LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
125,frozenset({'22749'}),frozenset({'20972'}),0.2892768079800499,1.25,PINK CREAM FELT CRAFT TRINKET BOX 
3659,frozenset({'22983'}),frozenset({'21506'}),0.2891566265060241,0.42,"FANCY FONT BIRTHDAY CARD, "
4784,frozenset({'20726'}),"frozenset({'22384', '20725'})",0.2890243902439025,3.1,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT"
8970,frozenset({'85099F'}),frozenset({'21928'}),0.2889908256880734,2.08,JUMBO BAG SCANDINAVIAN BLUE PAISLEY
11283,"frozenset({'22383', '23206'})",frozenset({'85099B'}),0.28888888888888886,2.08,JUMBO BAG RED RETROSPOT
11658,"frozenset({'22383', '23206'})",frozenset({'23203'}),0.28888888888888886,2.08,JUMBO BAG VINTAGE DOILY 
4226,"frozenset({'22384', '22382'})","frozenset({'20727', '22383', '20728'})",0.28882833787465945,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG CARS BLUE"
4423,frozenset({'20728'}),"frozenset({'22384', '20725'})",0.28881987577639756,3.1,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT"
4015,"frozenset({'20725', '23209'})","frozenset({'22383', '22382'})",0.2887828162291169,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG SPACEBOY DESIGN "
7742,frozenset({'21930'}),"frozenset({'85099B', '21931'})",0.28874734607218683,3.87,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI"
1706,frozenset({'21559'}),frozenset({'20725'}),0.2887323943661972,1.45,LUNCH BAG RED RETROSPOT
4830,"frozenset({'22384', '20725'})","frozenset({'20727', '20726'})",0.28871892925430215,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND"
14102,"frozenset({'20726', '20725'})",frozenset({'23208'}),0.2886836027713626,1.65,LUNCH BAG VINTAGE LEAF DESIGN
302,frozenset({'22661'}),frozenset({'23205'}),0.2886297376093294,0.85,CHARLOTTE BAG VINTAGE ALPHABET 
356,frozenset({'22661'}),"frozenset({'20723', '20719'})",0.2886297376093294,1.7,"STRAWBERRY CHARLOTTE BAG, WOODLAND CHARLOTTE BAG"
11183,"frozenset({'22383', '22382'})","frozenset({'20727', '23206'})",0.2885906040268456,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN"
9672,frozenset({'21430'}),frozenset({'21428'}),0.2884012539184953,4.25,SET3 BOOK BOX GREEN GINGHAM FLOWER 
9531,frozenset({'21668'}),"frozenset({'21672', '21671', '21669'})",0.2882882882882883,4.15,"WHITE SPOT RED CERAMIC DRAWER KNOB, RED SPOT CERAMIC DRAWER KNOB, BLUE STRIPE CERAMIC DRAWER KNOB"
5237,"frozenset({'20727', '20726'})","frozenset({'22384', '22382', '20728'})",0.2881844380403458,4.95,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN , LUNCH BAG CARS BLUE"
5541,"frozenset({'20727', '20726'})","frozenset({'22383', '22382', '20728'})",0.2881844380403458,4.95,"LUNCH BAG SUKI DESIGN , LUNCH BAG SPACEBOY DESIGN , LUNCH BAG CARS BLUE"
10238,frozenset({'20719'}),"frozenset({'22356', '20724'})",0.288135593220339,1.7,"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG"
757,"frozenset({'22384', '20728'})",frozenset({'22386'}),0.28805620608899296,1.79,JUMBO BAG PINK POLKADOT
12076,"frozenset({'22411', '85099B'})",frozenset({'23199'}),0.2878787878787879,1.79,JUMBO BAG APPLES
9386,frozenset({'84997D'}),"frozenset({'84997A', '84997B'})",0.28773584905660377,8.3,"CHILDRENS CUTLERY POLKADOT GREEN , CHILDRENS CUTLERY RETROSPOT RED "
16440,frozenset({'23319'}),frozenset({'22910'}),0.2876712328767123,2.95,PAPER CHAIN KIT VINTAGE CHRISTMAS
2012,frozenset({'22383'}),frozenset({'22662'}),0.28763183125599234,1.65,LUNCH BAG DOLLY GIRL DESIGN
2714,frozenset({'22662'}),"frozenset({'20727', '20725'})",0.28762541806020064,3.1,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT"
13816,"frozenset({'22383', '20728'})",frozenset({'23208'}),0.2876106194690265,1.65,LUNCH BAG VINTAGE LEAF DESIGN
7061,frozenset({'48194'}),frozenset({'20685'}),0.2875,7.08,DOORMAT RED RETROSPOT
4573,"frozenset({'22384', '22383'})","frozenset({'20727', '23209'})",0.2875,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG VINTAGE DOILY "
4957,"frozenset({'22384', '22383'})","frozenset({'20727', '20726', '20725'})",0.2875,4.75,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT"
3220,"frozenset({'20727', '23206'})","frozenset({'22662', '20725'})",0.2875,3.1,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT"
4189,"frozenset({'22384', '22383'})","frozenset({'22382', '20725', '20728'})",0.2875,4.75,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
13760,"frozenset({'20727', '23206'})","frozenset({'23208', '22383', '20725'})",0.2875,4.75,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT"
13558,"frozenset({'20727', '23209'})","frozenset({'23208', '22382'})",0.2874251497005988,3.3,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG SPACEBOY DESIGN "
12226,"frozenset({'23203', '23202'})","frozenset({'23199', '85099B'})",0.28738317757009346,3.87,"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT"
1319,frozenset({'21929'}),frozenset({'85099C'}),0.287375415282392,1.79,JUMBO  BAG BAROQUE BLACK WHITE
5601,"frozenset({'20726', '20728'})",frozenset({'85099B'}),0.287292817679558,2.08,JUMBO BAG RED RETROSPOT
5901,"frozenset({'20726', '20728'})","frozenset({'20727', '23206'})",0.287292817679558,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN"
14628,frozenset({'23200'}),"frozenset({'23199', '23206'})",0.2872340425531915,3.44,"JUMBO BAG APPLES, LUNCH BAG APPLE DESIGN"
9735,frozenset({'22385'}),frozenset({'23199'}),0.2872117400419287,1.79,JUMBO BAG APPLES
3414,frozenset({'22385'}),frozenset({'22663'}),0.2872117400419287,2.08,JUMBO BAG DOLLY GIRL DESIGN
7716,frozenset({'22385'}),frozenset({'21930'}),0.2872117400419287,2.08,JUMBO STORAGE BAG SKULLS
2150,"frozenset({'20727', '22382'})","frozenset({'20726', '22662'})",0.28708133971291866,3.3,"LUNCH BAG WOODLAND, LUNCH BAG DOLLY GIRL DESIGN"
13107,frozenset({'23204'}),"frozenset({'22355', '20724'})",0.28705882352941176,1.7,"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG"
7196,"frozenset({'85099B', '20725'})",frozenset({'85099F'}),0.28705882352941176,2.08,JUMBO BAG STRAWBERRY
1131,frozenset({'22386'}),frozenset({'85099C'}),0.2870264064293915,1.79,JUMBO  BAG BAROQUE BLACK WHITE
4619,"frozenset({'22383', '23209'})","frozenset({'22384', '20728'})",0.28700906344410876,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE"
6101,"frozenset({'22383', '23209'})","frozenset({'22384', '20726'})",0.28700906344410876,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND"
9212,"frozenset({'23202', '85099B'})",frozenset({'21928'}),0.28695652173913044,2.08,JUMBO BAG SCANDINAVIAN BLUE PAISLEY
303,frozenset({'23205'}),frozenset({'22661'}),0.28695652173913044,0.85,CHARLOTTE BAG DOLLY GIRL DESIGN
14717,"frozenset({'23202', '85099B'})","frozenset({'23203', '23200'})",0.28695652173913044,4.16,"JUMBO BAG VINTAGE DOILY , JUMBO BAG PEARS"
2321,"frozenset({'22382', '20725'})","frozenset({'22384', '22662'})",0.28693790149892934,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG DOLLY GIRL DESIGN"
70,frozenset({'22632'}),"frozenset({'22867', '22866'})",0.28690807799442897,4.2,"HAND WARMER BIRD DESIGN, HAND WARMER SCOTTY DOG DESIGN"
456,frozenset({'82483'}),"frozenset({'82482', '82494L'})",0.2868369351669941,5.9,"WOODEN PICTURE FRAME WHITE FINISH, WOODEN FRAME ANTIQUE WHITE "
7679,frozenset({'22029'}),frozenset({'22712'}),0.28680203045685276,0.42,CARD DOLLY GIRL 
7066,frozenset({'22551'}),frozenset({'22553'}),0.2867012089810017,1.65,PLASTERS IN TIN SKULLS
5151,"frozenset({'20727', '22384'})","frozenset({'20726', '20728'})",0.28663793103448276,3.3,"LUNCH BAG WOODLAND, LUNCH BAG CARS BLUE"
1647,frozenset({'20723'}),"frozenset({'22355', '20719'})",0.28658536585365857,1.7,"CHARLOTTE BAG SUKI DESIGN, WOODLAND CHARLOTTE BAG"
15843,frozenset({'23170'}),"frozenset({'22699', '23172', '22698', '23171'})",0.2865853658536585,9.2,"ROSES REGENCY TEACUP AND SAUCER , REGENCY TEA PLATE PINK, PINK REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE GREEN "
2490,"frozenset({'22662', '22382'})","frozenset({'22384', '22383', '20725'})",0.28651685393258425,4.75,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT"
10292,frozenset({'20718'}),frozenset({'20724'}),0.2864583333333333,0.85,RED RETROSPOT CHARLOTTE BAG
5315,"frozenset({'20726', '22382'})","frozenset({'22383', '20725', '20728'})",0.28641975308641976,4.75,"LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
5757,"frozenset({'20726', '20725'})","frozenset({'20727', '23206'})",0.2863741339491917,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN"
2109,"frozenset({'22383', '22382'})","frozenset({'20726', '22662'})",0.28635346756152125,3.3,"LUNCH BAG WOODLAND, LUNCH BAG DOLLY GIRL DESIGN"
431,"frozenset({'82482', '82494L'})",frozenset({'82486'}),0.28632478632478636,8.95,3 DRAWER ANTIQUE WHITE WOOD CABINET
3705,frozenset({'22730'}),"frozenset({'22727', '22728', '22726'})",0.28632478632478636,11.25,"ALARM CLOCK BAKELIKE RED , ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE GREEN"
3150,"frozenset({'22383', '23206'})","frozenset({'22662', '22382'})",0.2861111111111111,3.3,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN "
2519,"frozenset({'22384', '22382'})","frozenset({'22662', '20728'})",0.2861035422343325,3.3,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG CARS BLUE"
4673,"frozenset({'22384', '22382'})","frozenset({'20727', '23209'})",0.2861035422343325,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG VINTAGE DOILY "
512,frozenset({'22114'}),frozenset({'22111'}),0.2859922178988327,4.95,SCOTTIE DOG HOT WATER BOTTLE
6497,frozenset({'20728'}),"frozenset({'22383', '20725'})",0.28571428571428575,3.1,"LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT"
10902,"frozenset({'22384', '20728'})","frozenset({'20725', '23206'})",0.2857142857142857,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
7647,frozenset({'21121'}),frozenset({'21212'}),0.2857142857142857,0.55,PACK OF 72 RETROSPOT CAKE CASES
15132,"frozenset({'22699', '22423'})",frozenset({'23170'}),0.2857142857142857,1.65,REGENCY TEA PLATE ROSES 
13053,frozenset({'20724'}),frozenset({'23204'}),0.2855209742895805,0.85,CHARLOTTE BAG APPLES DESIGN
9299,frozenset({'22728'}),frozenset({'22725'}),0.28548123980424145,3.75,ALARM CLOCK BAKELIKE CHOCOLATE
15461,frozenset({'23173'}),"frozenset({'23174', '23171', '23170'})",0.2853107344632768,7.45,"REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE GREEN , REGENCY TEA PLATE ROSES "
7554,frozenset({'22951'}),"frozenset({'21212', '21977'})",0.2853107344632768,1.1,"PACK OF 72 RETROSPOT CAKE CASES, PACK OF 60 PINK PAISLEY CAKE CASES"
6208,"frozenset({'20727', '20726'})","frozenset({'22382', '23209'})",0.28530259365994237,3.3,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG VINTAGE DOILY "
14623,frozenset({'23200'}),"frozenset({'23203', '23202', '23199'})",0.2851063829787234,5.95,"JUMBO BAG VINTAGE DOILY , JUMBO BAG VINTAGE LEAF, JUMBO BAG APPLES"
10858,"frozenset({'20727', '20728'})","frozenset({'20725', '23206'})",0.2850356294536817,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
7641,frozenset({'22144'}),"frozenset({'22142', '22141'})",0.2850356294536817,3.55,"CHRISTMAS CRAFT WHITE FAIRY , CHRISTMAS CRAFT TREE TOP ANGEL"
12005,"frozenset({'23199', '85099B'})",frozenset({'22383'}),0.2849002849002849,1.65,LUNCH BAG SUKI DESIGN 
1285,"frozenset({'23199', '85099B'})",frozenset({'85099C'}),0.2849002849002849,1.79,JUMBO  BAG BAROQUE BLACK WHITE
7763,"frozenset({'85099C', '85099B'})",frozenset({'21930'}),0.2845303867403315,2.08,JUMBO STORAGE BAG SKULLS
7393,frozenset({'22141'}),frozenset({'22940'}),0.2844827586206896,4.25,FELTCRAFT CHRISTMAS FAIRY
859,frozenset({'21931'}),"frozenset({'22386', '85099B'})",0.2842377260981912,3.87,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT"
11591,"frozenset({'23209', '23206'})","frozenset({'22384', '22383'})",0.28421052631578947,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN "
12198,"frozenset({'23206', '23209'})","frozenset({'23203', '23199'})",0.28421052631578947,3.87,"JUMBO BAG VINTAGE DOILY , JUMBO BAG APPLES"
6056,"frozenset({'23206', '23209'})","frozenset({'20726', '22383'})",0.28421052631578947,3.3,"LUNCH BAG WOODLAND, LUNCH BAG SUKI DESIGN "
4933,"frozenset({'22383', '22382'})","frozenset({'22384', '20726'})",0.2841163310961969,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND"
188,frozenset({'22629'}),frozenset({'22382'}),0.28409090909090906,1.65,LUNCH BAG SPACEBOY DESIGN 
13178,frozenset({'23205'}),frozenset({'85099B'}),0.28405797101449276,2.08,JUMBO BAG RED RETROSPOT
531,frozenset({'22114'}),"frozenset({'23355', '22112'})",0.2840466926070039,9.9,"HOT WATER BOTTLE KEEP CALM, CHOCOLATE HOT WATER BOTTLE"
13335,"frozenset({'20725', '23209'})","frozenset({'23208', '23206'})",0.2840095465393795,3.3,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG APPLE DESIGN"
3386,"frozenset({'22383', '23209'})","frozenset({'22662', '20725'})",0.28398791540785495,3.1,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT"
5414,"frozenset({'20726', '22382'})","frozenset({'20727', '22383', '20725'})",0.2839506172839506,4.75,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT"
5785,"frozenset({'20726', '22382'})","frozenset({'20727', '23206'})",0.2839506172839506,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN"
15938,frozenset({'23170'}),"frozenset({'22697', '23172', '22698', '23171'})",0.28353658536585363,9.2,"GREEN REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE PINK, PINK REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE GREEN "
15680,frozenset({'23170'}),"frozenset({'23172', '23171', '23173'})",0.28353658536585363,13.25,"REGENCY TEA PLATE PINK, REGENCY TEA PLATE GREEN , REGENCY TEAPOT ROSES "
11717,"frozenset({'85099B', '21931'})",frozenset({'23201'}),0.2834101382488479,1.79,JUMBO BAG ALPHABET
4989,"frozenset({'22384', '20728'})","frozenset({'22383', '20726', '20725'})",0.28337236533957844,4.75,"LUNCH BAG SUKI DESIGN , LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT"
3656,frozenset({'22865'}),"frozenset({'22867', '22866'})",0.28321678321678323,4.2,"HAND WARMER BIRD DESIGN, HAND WARMER SCOTTY DOG DESIGN"
10543,frozenset({'21936'}),frozenset({'21937'}),0.2831168831168831,2.95,STRAWBERRY   PICNIC BAG
16591,frozenset({'23439'}),"frozenset({'22867', '22865'})",0.28301886792452835,4.2,"HAND WARMER BIRD DESIGN, HAND WARMER OWL DESIGN"
16597,frozenset({'23439'}),"frozenset({'22867', '22866'})",0.28301886792452835,4.2,"HAND WARMER BIRD DESIGN, HAND WARMER SCOTTY DOG DESIGN"
9743,frozenset({'22385'}),frozenset({'23202'}),0.2830188679245283,2.08,JUMBO BAG VINTAGE LEAF
6325,frozenset({'21907'}),frozenset({'82600'}),0.2826747720364741,1.85,N0 SINGING METAL SIGN
11169,"frozenset({'22382', '20725'})","frozenset({'22383', '23206'})",0.2826552462526767,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN"
6489,frozenset({'20728'}),frozenset({'23209'}),0.28260869565217395,1.65,LUNCH BAG VINTAGE DOILY 
1594,frozenset({'20723'}),frozenset({'22384'}),0.28252032520325204,1.65,LUNCH BAG PINK POLKADOT
10931,"frozenset({'22384', '22383'})","frozenset({'23206', '20728'})",0.28250000000000003,3.3,"LUNCH BAG APPLE DESIGN, LUNCH BAG CARS BLUE"
7561,frozenset({'22951'}),"frozenset({'21212', '22417'})",0.2824858757062147,1.1,"PACK OF 72 RETROSPOT CAKE CASES, PACK OF 60 SPACEBOY CAKE CASES"
10300,frozenset({'20719'}),frozenset({'20725'}),0.2824858757062147,1.45,LUNCH BAG RED RETROSPOT
5808,"frozenset({'20727', '20726'})","frozenset({'22383', '20725', '23206'})",0.2824207492795389,4.75,"LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
12591,"frozenset({'20727', '20725'})",frozenset({'23207'}),0.2823984526112186,1.65,LUNCH BAG ALPHABET DESIGN
14976,"frozenset({'85099B', '20725'})",frozenset({'23202'}),0.28235294117647064,2.08,JUMBO BAG VINTAGE LEAF
4278,"frozenset({'20727', '22382'})","frozenset({'22384', '20725', '20728'})",0.2822966507177033,4.75,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
14311,frozenset({'47566'}),frozenset({'23298'}),0.28208846990572883,4.95,SPOTTY BUNTING
9581,frozenset({'21669'}),"frozenset({'21672', '21668', '21673'})",0.28205128205128205,4.35,"WHITE SPOT RED CERAMIC DRAWER KNOB, RED STRIPE CERAMIC DRAWER KNOB, WHITE SPOT BLUE CERAMIC DRAWER KNOB"
1949,frozenset({'22469'}),frozenset({'85123A'}),0.28199791883454733,2.95,CREAM HANGING HEART T-LIGHT HOLDER
8535,frozenset({'22173'}),frozenset({'85123A'}),0.2818991097922849,2.95,CREAM HANGING HEART T-LIGHT HOLDER
1763,frozenset({'22139'}),frozenset({'22138'}),0.2818955042527339,4.95,BAKING SET 9 PIECE RETROSPOT 
14161,"frozenset({'22383', '20726'})","frozenset({'23208', '20725'})",0.281767955801105,3.1,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG RED RETROSPOT"
5940,"frozenset({'20726', '20728'})","frozenset({'22384', '23206'})",0.281767955801105,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG APPLE DESIGN"
5022,"frozenset({'20726', '20728'})","frozenset({'20727', '22383', '22384'})",0.281767955801105,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG PINK POLKADOT"
5018,"frozenset({'22383', '20726'})","frozenset({'20727', '22384', '20728'})",0.281767955801105,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE"
6155,"frozenset({'20726', '20725'})","frozenset({'23206', '23209'})",0.2817551963048499,3.3,"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE DOILY "
16182,frozenset({'23307'}),frozenset({'21977'}),0.28174603174603174,0.55,PACK OF 60 PINK PAISLEY CAKE CASES
16176,frozenset({'23307'}),frozenset({'84991'}),0.28174603174603174,0.55,60 TEATIME FAIRY CAKE CASES
14982,"frozenset({'20725', '23209'})",frozenset({'23202'}),0.28162291169451076,2.08,JUMBO BAG VINTAGE LEAF
5179,"frozenset({'20726', '22382'})","frozenset({'22384', '20725', '20728'})",0.2814814814814815,4.75,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
14094,"frozenset({'20727', '23209'})","frozenset({'23208', '22384'})",0.281437125748503,3.3,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG PINK POLKADOT"
10413,frozenset({'85152'}),frozenset({'21908'}),0.28135593220338984,2.1,CHOCOLATE THIS WAY METAL SIGN
10524,frozenset({'21165'}),frozenset({'21908'}),0.2813370473537604,2.1,CHOCOLATE THIS WAY METAL SIGN
11004,"frozenset({'22382', '20728'})","frozenset({'22383', '23206'})",0.2813299232736573,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN"
2913,"frozenset({'22382', '20728'})","frozenset({'20727', '22662'})",0.2813299232736573,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN"
10105,frozenset({'22356'}),frozenset({'20727'}),0.2813141683778234,1.65,LUNCH BAG  BLACK SKULL.
579,frozenset({'22386'}),frozenset({'22384'}),0.28128587830080365,1.65,LUNCH BAG PINK POLKADOT
15032,"frozenset({'22383', '23209'})",frozenset({'23202'}),0.2809667673716012,2.08,JUMBO BAG VINTAGE LEAF
1422,"frozenset({'21929', '85099B'})","frozenset({'22411', '21931'})",0.2809667673716012,3.58,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI"
2791,frozenset({'22662'}),"frozenset({'22382', '20728'})",0.28093645484949836,3.3,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG CARS BLUE"
10303,frozenset({'20719'}),frozenset({'22383'}),0.2806026365348399,1.65,LUNCH BAG SUKI DESIGN 
11534,"frozenset({'22383', '23206'})","frozenset({'22384', '22382'})",0.28055555555555556,3.3,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN "
2739,"frozenset({'22382', '20725'})","frozenset({'20727', '22662'})",0.28051391862955033,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN"
3709,frozenset({'22727'}),frozenset({'22729'}),0.28050171037628274,3.75,ALARM CLOCK BAKELIKE ORANGE
16070,frozenset({'23170'}),"frozenset({'22699', '22697', '23172', '22698'})",0.28048780487804875,10.5,"ROSES REGENCY TEACUP AND SAUCER , GREEN REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE PINK, PINK REGENCY TEACUP AND SAUCER"
5356,frozenset({'20726'}),"frozenset({'20727', '20725'})",0.28048780487804875,3.1,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT"
5571,frozenset({'20726'}),"frozenset({'20725', '20728'})",0.28048780487804875,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
1171,frozenset({'85099C'}),"frozenset({'22386', '85099B'})",0.2804314329738059,3.87,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT"
14826,"frozenset({'23203', '23202'})",frozenset({'23206'}),0.28037383177570097,1.65,LUNCH BAG APPLE DESIGN
14291,"frozenset({'23203', '23202'})","frozenset({'23208', '23209'})",0.28037383177570097,3.3,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG VINTAGE DOILY "
7107,frozenset({'21931'}),frozenset({'85099F'}),0.28036175710594313,2.08,JUMBO BAG STRAWBERRY
10327,frozenset({'22355'}),"frozenset({'20719', '20724'})",0.28034188034188035,1.7,"WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG"
11760,"frozenset({'22411', '85099B'})",frozenset({'23201'}),0.28030303030303033,1.79,JUMBO BAG ALPHABET
4280,"frozenset({'20727', '20728'})","frozenset({'22384', '22382', '20725'})",0.28028503562945367,4.75,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT"
11444,"frozenset({'20727', '22384'})","frozenset({'20725', '23206'})",0.2801724137931034,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
1781,frozenset({'22386'}),frozenset({'22411'}),0.2801377726750861,1.79,JUMBO SHOPPER VINTAGE RED PAISLEY
13319,frozenset({'23208'}),"frozenset({'20725', '23206'})",0.27973199329983256,3.1,"LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
13345,frozenset({'23208'}),"frozenset({'22383', '23206'})",0.27973199329983256,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN"
15655,frozenset({'23173'}),"frozenset({'23172', '23171'})",0.2796610169491525,3.3,"REGENCY TEA PLATE PINK, REGENCY TEA PLATE GREEN "
7565,frozenset({'22951'}),"frozenset({'21977', '84991'})",0.2796610169491525,1.1,"PACK OF 60 PINK PAISLEY CAKE CASES, 60 TEATIME FAIRY CAKE CASES"
15598,frozenset({'23173'}),"frozenset({'22423', '23174', '23175'})",0.2796610169491525,20.15,"REGENCY CAKESTAND 3 TIER, REGENCY SUGAR BOWL GREEN, REGENCY MILK JUG PINK "
2823,"frozenset({'22383', '22382'})","frozenset({'22662', '20728'})",0.2796420581655481,3.3,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG CARS BLUE"
2748,"frozenset({'20727', '22383'})","frozenset({'22662', '20725'})",0.27956989247311825,3.1,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT"
2203,"frozenset({'20727', '20726'})","frozenset({'22662', '22382', '20725'})",0.27953890489913547,4.75,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT"
15100,"frozenset({'22699', '22697', '22698'})",frozenset({'23173'}),0.2794871794871795,9.95,REGENCY TEAPOT ROSES 
